industry,country,layoff_count,workforce_percentage,total_funding_million_usd,stock_price_change_7d,revenue_growth_percent,market_cap_billion_usd,ai_automation_flag,year,hiring_status,company_size_encoded
Retail,Australia,48,3.89,410.56,-4.45,3.55,46.54,0,2020,Slowdown,2
AI,Singapore,8,4.31,1243.32,-19.2,15.77,441.05,0,2025,Freeze,1
Energy,India,16,3.98,1558.04,-0.15,-18.78,35.0,0,2025,Slowdown,1
Retail,Brazil,377,35.74,1976.08,-12.28,4.13,144.54,0,2026,Freeze,1
Tech,Germany,114,26.17,1892.62,3.63,29.79,140.74,0,2026,Freeze,1
FinTech,Germany,85,13.76,1404.96,-6.77,-6.59,219.58,0,2020,Hiring,1
Tech,Australia,341,34.26,1292.71,-2.75,-0.3,22.48,0,2020,Slowdown,1
Energy,USA,20,26.88,861.62,4.22,15.91,424.41,0,2025,Slowdown,2
EdTech,Germany,79,16.52,463.7,-11.03,-14.21,169.02,1,2025,Hiring,1
Energy,Singapore,564,38.56,1621.26,-1.07,2.56,7.14,1,2023,Slowdown,2
Tech,Australia,300,35.66,764.23,-6.06,29.07,454.27,0,2020,Hiring,2
Tech,India,197,38.98,905.77,5.73,-12.08,55.89,0,2021,Slowdown,0
AI,Australia,356,37.84,229.25,-3.12,5.28,225.98,1,2021,Slowdown,0
Manufacturing,India,41,1.47,270.54,-2.69,12.73,424.85,0,2023,Slowdown,2
Finance,India,62,8.27,1854.0,-11.62,0.05,352.87,0,2021,Hiring,0
AI,UK,50,3.62,509.15,4.52,39.11,99.01,0,2021,Hiring,1
FinTech,Japan,66,7.29,31.17,2.1,-13.94,410.67,0,2025,Slowdown,1
AI,India,165,32.26,1079.71,-8.69,-7.93,150.15,0,2023,Hiring,1
Retail,Singapore,697,39.9,567.95,-16.21,37.07,287.73,0,2022,Hiring,2
Healthcare,UK,145,8.06,926.69,-1.15,9.57,17.63,0,2023,Slowdown,2
Retail,Japan,202,11.45,250.7,5.11,-1.95,191.13,0,2023,Freeze,1
Finance,Singapore,4,2.79,1864.19,-1.48,5.22,314.01,0,2024,Hiring,0
EdTech,India,260,22.05,301.63,-1.15,20.33,174.39,0,2022,Freeze,2
Manufacturing,Brazil,101,9.83,1950.92,-11.97,20.13,497.59,1,2022,Freeze,0
Tech,Brazil,252,38.74,207.5,-9.04,-22.4,248.92,0,2020,Freeze,2
Tech,Brazil,466,24.51,251.2,-1.32,6.38,252.49,0,2025,Hiring,0
FinTech,Singapore,109,15.03,653.15,4.8,-9.65,258.57,0,2021,Freeze,0
FinTech,Singapore,286,12.37,333.72,-0.45,18.03,353.17,0,2023,Hiring,2
Manufacturing,Germany,222,20.54,1210.7,-14.22,7.99,151.46,0,2023,Freeze,1
Finance,USA,64,15.61,343.91,-16.22,18.34,426.48,0,2023,Freeze,2
Healthcare,Canada,240,17.06,198.3,-1.22,-0.83,118.03,0,2023,Slowdown,0
Finance,Japan,73,30.2,632.54,7.31,21.24,316.7,0,2023,Hiring,1
AI,Brazil,110,8.3,1565.48,3.2,31.36,477.91,0,2022,Slowdown,0
Finance,Brazil,116,15.88,1470.64,1.39,23.49,463.89,0,2021,Freeze,1
Finance,UK,64,4.23,1049.13,4.61,37.07,442.0,1,2026,Hiring,2
Tech,Canada,181,28.9,1393.26,1.11,22.61,293.23,0,2023,Hiring,2
FinTech,Singapore,372,25.28,76.37,-7.79,-10.22,8.75,0,2023,Freeze,2
Energy,USA,122,11.09,654.66,4.2,5.09,118.2,0,2023,Slowdown,0
AI,USA,42,13.22,1404.53,0.08,0.82,194.03,0,2021,Slowdown,0
Finance,Japan,28,6.82,740.31,-1.22,15.78,207.66,0,2020,Freeze,1
Finance,Canada,21,13.21,1013.56,-3.72,1.5,325.11,0,2021,Hiring,2
Manufacturing,UK,34,1.5,1901.54,-10.09,-4.17,398.36,0,2022,Hiring,2
Tech,Japan,140,15.57,1568.53,2.94,11.23,223.46,0,2022,Slowdown,0
FinTech,Germany,153,8.29,1275.7,1.8,8.09,373.26,0,2024,Slowdown,2
Retail,Japan,123,12.78,1779.21,-6.38,-11.18,382.61,1,2026,Freeze,0
Energy,Germany,93,25.22,815.22,-0.38,4.66,157.45,0,2025,Hiring,1
Energy,Canada,35,1.63,1127.09,-4.78,7.03,61.97,0,2023,Hiring,2
Energy,Canada,713,35.73,870.79,3.23,2.38,155.57,0,2026,Hiring,0
Retail,Canada,179,14.62,1687.75,-6.45,14.65,180.68,0,2021,Slowdown,0
Finance,Germany,329,30.25,1893.03,4.79,0.83,188.97,0,2021,Hiring,0
Tech,India,35,3.21,1178.25,-17.16,-19.42,378.17,0,2024,Freeze,0
Tech,Germany,13,7.03,965.97,16.42,14.66,264.67,0,2021,Hiring,1
Retail,Japan,143,21.41,1470.57,-13.12,-5.89,276.72,0,2021,Slowdown,2
Manufacturing,Brazil,4,1.69,506.49,0.24,-12.03,154.73,0,2024,Slowdown,2
AI,Japan,345,38.66,566.66,-13.98,-21.27,454.31,0,2022,Freeze,0
Retail,Germany,399,32.03,863.63,-8.0,-5.79,226.97,0,2025,Freeze,1
AI,USA,302,24.03,307.59,-15.39,17.15,123.18,0,2024,Hiring,0
EdTech,Singapore,225,22.99,807.9,2.76,27.18,483.51,0,2023,Hiring,1
Healthcare,Canada,717,27.13,519.31,11.59,7.73,122.62,0,2023,Hiring,1
FinTech,India,203,10.61,132.6,5.92,0.49,268.65,0,2026,Freeze,1
Retail,Japan,182,18.72,1183.96,-1.4,6.54,267.0,0,2022,Freeze,1
Healthcare,Japan,354,27.63,788.65,-6.84,-5.07,197.49,1,2022,Hiring,0
EdTech,Australia,39,13.75,260.92,-4.53,-13.4,34.32,1,2022,Slowdown,2
Finance,Canada,271,16.94,1694.17,3.33,22.2,79.11,0,2024,Slowdown,1
AI,Singapore,18,5.81,303.7,7.48,-21.6,391.35,0,2023,Hiring,0
Finance,Germany,53,3.67,965.58,3.32,-8.56,84.73,0,2023,Slowdown,0
FinTech,UK,12,16.61,170.06,6.24,8.95,384.27,0,2025,Hiring,0
Manufacturing,Singapore,84,17.55,1087.61,-12.15,-24.61,186.27,0,2024,Hiring,1
Retail,UK,348,29.77,304.3,-1.95,12.59,252.45,0,2021,Freeze,2
AI,Germany,155,23.65,1907.44,1.26,-9.83,325.28,0,2024,Slowdown,2
Finance,Australia,288,35.57,607.59,12.41,-13.78,357.01,0,2025,Hiring,0
Tech,Brazil,80,36.32,1091.91,-2.02,-5.91,462.25,0,2024,Slowdown,0
EdTech,Germany,123,35.31,883.42,-3.22,21.26,312.64,0,2024,Slowdown,0
Finance,UK,130,19.75,1849.58,0.66,13.02,359.87,0,2022,Hiring,0
Energy,Singapore,28,16.87,1924.16,-2.35,15.19,261.16,0,2020,Slowdown,2
Healthcare,Germany,568,35.48,200.5,0.3,11.74,317.19,0,2022,Hiring,1
AI,USA,78,26.8,1269.25,0.46,22.95,191.38,0,2026,Freeze,0
EdTech,Germany,77,17.54,488.15,-2.27,22.91,163.73,0,2021,Slowdown,0
Finance,Canada,130,20.15,187.38,-5.9,-11.02,79.98,1,2026,Slowdown,2
Tech,Japan,416,36.78,1452.73,-2.59,-15.94,37.4,0,2023,Slowdown,0
Tech,Japan,82,5.07,7.86,-8.54,12.18,225.63,0,2022,Hiring,1
FinTech,Germany,41,2.64,794.19,-7.54,-2.06,498.41,0,2026,Freeze,0
Manufacturing,Brazil,582,39.29,1463.27,-8.09,5.1,425.28,0,2025,Hiring,2
Finance,USA,607,33.34,18.15,-1.28,-7.38,111.64,1,2023,Hiring,0
Tech,UK,262,11.56,91.47,-6.8,23.12,182.28,0,2022,Hiring,0
EdTech,USA,171,26.48,1046.39,5.2,-10.67,304.0,0,2025,Hiring,2
Finance,Germany,249,16.72,1446.5,5.81,37.51,342.02,1,2024,Freeze,2
Finance,UK,74,8.33,945.12,-10.19,-31.66,444.35,0,2025,Hiring,0
Tech,Singapore,99,11.03,710.11,2.09,31.26,107.0,1,2021,Hiring,0
Retail,India,382,38.07,1164.39,-4.33,18.08,407.4,1,2021,Freeze,0
Healthcare,Canada,395,24.31,288.29,2.89,-1.29,324.08,0,2025,Slowdown,2
Manufacturing,Japan,116,9.9,725.72,1.45,3.45,11.08,0,2021,Slowdown,2
Retail,Japan,374,33.25,156.82,5.5,12.33,174.31,0,2024,Freeze,2
Manufacturing,Canada,108,7.52,955.58,-0.78,20.65,310.09,1,2026,Hiring,2
Energy,Canada,187,14.98,285.46,-4.16,14.15,162.9,0,2024,Hiring,1
Finance,UK,64,7.64,1374.39,-2.85,-2.46,226.23,0,2020,Slowdown,2
Finance,Singapore,67,6.68,1738.75,-6.66,-3.69,321.7,0,2025,Slowdown,2
Healthcare,USA,143,16.39,1584.79,9.11,20.3,234.19,1,2025,Hiring,2
Retail,USA,257,39.97,1498.93,-12.81,33.32,307.23,1,2025,Hiring,2
FinTech,Singapore,5,2.13,793.2,-1.26,-5.73,465.25,0,2020,Slowdown,2
AI,Canada,20,4.29,792.95,2.93,12.52,258.69,0,2023,Hiring,0
Energy,Japan,126,20.17,1436.49,1.07,-3.79,158.34,0,2022,Slowdown,0
Finance,Singapore,257,26.89,1368.0,-1.13,-3.84,240.83,0,2021,Hiring,1
FinTech,India,42,9.04,953.42,-13.32,12.2,257.17,0,2023,Slowdown,0
Manufacturing,USA,424,38.97,1213.87,6.44,-7.58,240.67,0,2020,Slowdown,0
Tech,USA,290,26.3,651.17,-5.58,-20.37,463.4,0,2020,Slowdown,0
Finance,India,39,12.61,885.42,-14.85,26.32,157.15,0,2022,Freeze,0
Manufacturing,USA,206,36.93,370.67,-3.89,26.35,401.53,0,2026,Hiring,2
Manufacturing,Australia,303,21.79,1158.39,-13.57,16.21,26.39,0,2021,Freeze,2
AI,UK,15,9.95,370.9,-7.8,13.82,388.97,0,2020,Slowdown,0
FinTech,Japan,793,39.81,398.7,2.95,-4.17,46.58,1,2023,Hiring,2
Healthcare,Canada,24,8.54,949.34,12.33,-10.62,340.98,0,2025,Freeze,0
EdTech,USA,48,6.89,1453.53,6.71,16.8,239.06,0,2025,Hiring,1
Tech,USA,196,21.61,1608.12,-1.64,-19.07,107.81,0,2022,Freeze,1
Manufacturing,India,433,23.53,740.76,-0.88,-2.74,102.62,1,2024,Slowdown,1
Energy,Australia,304,22.42,771.94,3.69,2.44,324.09,1,2026,Freeze,0
AI,Singapore,299,16.15,873.62,-11.91,-55.97,36.87,0,2022,Slowdown,1
Manufacturing,Canada,98,24.46,329.69,6.25,5.69,274.4,0,2021,Slowdown,1
FinTech,USA,17,2.66,1938.63,-6.38,-8.62,352.96,1,2025,Hiring,1
Energy,Singapore,163,12.2,158.15,-1.32,44.82,155.19,0,2025,Hiring,1
FinTech,UK,250,26.41,980.31,4.99,-2.11,268.5,0,2021,Freeze,0
Finance,Australia,488,22.52,1890.32,2.29,12.68,258.98,0,2022,Slowdown,0
Tech,Canada,263,23.81,29.31,-8.8,5.54,166.1,0,2022,Freeze,2
Retail,Singapore,230,9.05,1057.24,-11.4,5.46,102.08,0,2022,Hiring,2
Finance,Australia,65,4.05,247.63,-5.37,13.11,386.68,0,2023,Slowdown,0
Healthcare,Australia,311,33.7,1446.02,4.33,30.61,65.68,0,2026,Hiring,2
AI,Australia,115,34.36,1813.0,2.8,13.21,425.24,0,2023,Hiring,0
Healthcare,Brazil,23,4.16,1539.09,5.12,6.2,70.74,0,2025,Hiring,0
AI,India,507,35.99,39.16,-2.48,5.45,349.44,0,2025,Freeze,1
Energy,UK,442,35.8,240.38,-5.27,-6.17,354.37,1,2023,Hiring,1
Energy,Germany,102,13.17,540.77,-13.87,27.42,215.76,1,2024,Slowdown,2
AI,Germany,425,28.96,95.52,-5.18,2.8,278.7,0,2020,Freeze,1
Energy,Canada,412,32.48,1123.98,-0.03,-1.16,468.1,0,2023,Slowdown,2
Tech,Germany,23,9.86,512.18,3.08,13.9,252.1,0,2021,Slowdown,0
FinTech,Singapore,258,22.04,857.48,0.14,-19.03,486.36,1,2021,Slowdown,1
EdTech,USA,322,24.84,1048.04,3.85,12.94,3.95,0,2023,Slowdown,1
Tech,Canada,346,23.79,1215.02,-0.59,0.7,309.67,0,2022,Hiring,0
Retail,Singapore,196,7.13,900.93,-4.4,-3.41,177.98,0,2022,Slowdown,1
Energy,Germany,39,33.01,1144.16,-2.83,-4.61,16.0,0,2021,Hiring,0
EdTech,Singapore,172,18.57,666.33,5.17,12.67,478.83,0,2025,Hiring,2
Retail,Germany,443,35.69,939.27,-2.34,34.61,448.76,1,2026,Slowdown,2
EdTech,Germany,102,11.43,131.13,4.93,-17.61,397.75,1,2021,Freeze,2
Tech,Australia,117,29.98,957.66,-7.04,-12.61,187.58,0,2020,Slowdown,0
EdTech,Brazil,602,35.15,1032.7,-5.82,3.47,364.65,0,2024,Slowdown,1
FinTech,Singapore,48,8.27,244.78,-3.94,10.38,435.16,0,2020,Hiring,0
Tech,India,636,35.23,1430.59,-6.58,15.47,262.17,1,2023,Slowdown,0
FinTech,USA,121,4.09,997.22,14.39,-14.95,349.11,0,2022,Freeze,1
EdTech,Canada,771,33.26,1372.39,-9.76,16.75,267.05,0,2023,Slowdown,0
Tech,Germany,150,38.85,126.26,2.96,54.76,54.15,1,2024,Freeze,2
Tech,India,253,26.32,492.26,-8.8,9.24,451.8,0,2023,Hiring,0
AI,India,5,8.67,325.03,0.78,22.61,106.67,0,2026,Hiring,0
FinTech,Japan,188,12.57,566.21,-15.08,43.13,444.99,0,2023,Hiring,2
Retail,UK,214,15.72,637.58,5.04,24.04,268.07,0,2021,Slowdown,2
Healthcare,India,78,22.92,1077.97,-4.79,6.18,295.55,0,2022,Freeze,1
Energy,India,230,15.86,1865.96,-0.92,-8.68,357.61,0,2021,Slowdown,0
AI,UK,155,25.55,1343.24,0.02,13.48,181.27,0,2025,Slowdown,1
Manufacturing,USA,178,26.62,1515.46,-5.53,-6.08,95.14,0,2023,Freeze,1
Energy,USA,494,34.3,1606.25,-19.28,7.84,330.73,1,2025,Slowdown,0
Energy,USA,161,12.81,1666.14,-0.21,31.53,392.33,1,2020,Slowdown,0
Manufacturing,Australia,187,23.92,1021.99,-10.3,15.52,261.63,0,2024,Hiring,0
Healthcare,Japan,269,23.36,1143.68,-2.35,-11.87,457.1,0,2020,Hiring,2
Healthcare,Germany,110,7.27,1860.96,-6.13,-37.3,277.23,0,2022,Hiring,1
FinTech,Singapore,495,19.31,1866.23,-0.52,15.56,359.91,0,2022,Hiring,2
EdTech,Australia,225,37.05,26.08,-0.08,10.72,288.98,0,2026,Hiring,2
AI,Canada,124,10.23,291.03,-1.39,10.24,187.05,0,2020,Freeze,0
Tech,Singapore,70,3.56,1890.09,6.36,18.4,309.6,1,2025,Freeze,1
EdTech,Singapore,158,31.98,516.68,-2.56,7.09,264.63,1,2025,Hiring,1
Retail,Brazil,403,21.74,1603.42,14.8,4.98,237.43,0,2026,Hiring,0
Manufacturing,Japan,75,6.38,82.13,-9.84,-9.78,68.54,0,2020,Slowdown,0
Finance,Canada,188,30.37,1454.42,1.3,16.51,456.31,0,2023,Hiring,0
EdTech,Canada,6,1.24,990.5,0.46,30.81,180.4,0,2026,Slowdown,1
Energy,Australia,21,4.26,584.96,-8.8,-8.52,271.91,0,2023,Slowdown,2
EdTech,India,78,9.69,1988.63,4.66,15.2,84.0,0,2025,Slowdown,0
Energy,Germany,31,13.66,823.13,2.66,-5.87,404.13,0,2021,Hiring,2
Tech,Singapore,415,15.6,418.59,-2.11,1.21,469.61,1,2023,Hiring,2
Retail,India,87,2.96,1660.88,-10.79,2.75,453.16,0,2022,Hiring,1
Energy,Singapore,97,6.66,587.35,1.66,6.37,152.21,0,2020,Slowdown,2
FinTech,Japan,149,39.89,1224.36,-6.92,19.67,393.24,0,2021,Hiring,2
Energy,USA,414,29.43,365.23,-3.66,-2.84,34.92,0,2024,Hiring,2
FinTech,Germany,470,36.69,1797.05,3.09,-2.87,485.49,0,2025,Freeze,0
Manufacturing,Germany,219,17.9,1926.15,-11.02,30.08,195.43,0,2025,Slowdown,2
AI,USA,104,25.42,1398.73,-3.76,-16.14,186.53,1,2023,Hiring,2
Energy,Brazil,129,19.0,614.0,-13.86,-1.44,111.24,0,2020,Freeze,0
Manufacturing,Singapore,10,1.03,398.43,7.62,-8.53,94.28,0,2021,Freeze,2
FinTech,Australia,111,12.53,239.7,-6.56,-2.74,202.46,0,2026,Freeze,1
Finance,Germany,53,15.88,200.93,7.8,-39.53,261.98,0,2020,Freeze,1
Healthcare,Germany,223,18.55,249.08,3.28,-7.24,188.79,0,2025,Freeze,2
AI,Germany,149,6.17,1724.79,-3.63,1.19,307.04,1,2022,Hiring,2
AI,Singapore,243,8.59,1683.25,-2.08,-6.78,85.25,0,2023,Hiring,0
Retail,USA,462,32.13,1053.45,7.78,32.25,45.62,0,2020,Slowdown,1
Energy,India,58,28.42,190.43,10.58,11.45,8.14,1,2020,Slowdown,1
Finance,India,84,4.08,1073.4,-15.38,5.49,156.33,0,2022,Hiring,1
Finance,Australia,110,10.93,1398.73,0.33,0.67,245.81,0,2025,Slowdown,2
Finance,Canada,12,4.77,673.63,2.09,-7.37,253.49,0,2026,Freeze,2
EdTech,Australia,302,38.81,1620.71,8.1,-3.87,375.6,0,2021,Slowdown,0
Energy,UK,321,26.45,1315.27,-1.54,-3.62,401.83,0,2020,Slowdown,0
AI,USA,216,13.45,851.35,6.26,6.13,246.26,0,2025,Slowdown,1
Energy,UK,141,15.52,165.06,3.75,19.68,180.9,0,2020,Slowdown,0
Energy,UK,258,15.06,786.54,-19.35,5.33,396.78,0,2026,Hiring,1
Finance,Japan,334,17.9,994.48,-15.16,18.04,493.51,0,2025,Hiring,0
Finance,Canada,42,10.5,1766.94,-0.78,19.31,280.57,0,2020,Slowdown,2
AI,India,852,32.8,260.87,-10.15,-34.67,184.08,1,2022,Freeze,0
Finance,UK,908,33.35,124.04,-16.03,14.44,84.78,1,2023,Hiring,2
Manufacturing,Australia,39,37.64,1304.05,15.19,26.99,206.8,0,2021,Hiring,2
Tech,Germany,282,24.73,1796.06,-2.32,-0.31,200.79,1,2021,Slowdown,0
Tech,Australia,37,34.77,1889.75,-5.13,-27.78,332.27,0,2021,Hiring,1
Manufacturing,UK,343,29.59,1222.47,-8.13,-7.22,85.08,0,2025,Slowdown,2
Energy,India,243,29.08,1237.72,-11.26,15.15,347.22,0,2022,Hiring,1
FinTech,Canada,276,26.71,882.34,-0.63,-7.78,348.69,0,2023,Hiring,2
Healthcare,Brazil,32,8.06,1083.72,-22.13,-23.17,225.19,0,2020,Freeze,1
Tech,India,174,11.92,459.48,12.74,18.98,402.7,1,2024,Hiring,1
EdTech,Germany,522,19.96,638.91,3.68,-8.54,69.97,0,2022,Freeze,1
Finance,UK,211,13.66,19.22,-7.7,16.99,340.88,1,2025,Slowdown,2
Healthcare,India,80,5.59,187.53,-8.29,-1.41,167.82,0,2020,Hiring,2
FinTech,UK,82,9.62,1004.49,7.49,13.86,175.17,0,2021,Slowdown,1
Healthcare,Singapore,156,8.41,1444.13,-2.28,-2.5,166.6,0,2023,Slowdown,2
EdTech,Germany,562,31.56,818.99,-13.5,27.67,490.91,0,2024,Hiring,2
FinTech,UK,13,9.58,1192.18,-7.08,33.17,488.33,0,2026,Hiring,1
Retail,Japan,366,31.21,1345.19,-3.21,-9.97,146.03,0,2020,Slowdown,2
Energy,Australia,136,10.51,701.45,3.62,5.9,81.38,0,2021,Slowdown,1
Energy,Japan,251,39.42,706.15,1.97,10.79,322.32,0,2022,Hiring,2
Manufacturing,USA,11,1.88,299.55,-2.28,-1.31,13.27,0,2024,Hiring,0
Healthcare,UK,33,10.92,1613.46,-4.26,35.67,375.11,1,2022,Slowdown,1
Finance,Australia,60,35.96,298.01,-1.86,-25.31,114.94,0,2024,Slowdown,1
Finance,Canada,61,3.83,17.97,-6.0,25.16,264.49,0,2024,Slowdown,0
FinTech,UK,36,21.57,1893.53,-8.07,2.56,195.67,0,2020,Freeze,0
Energy,Japan,180,20.57,722.35,-8.7,11.19,69.74,0,2026,Slowdown,2
AI,Germany,143,17.45,43.16,-7.78,23.81,492.76,0,2024,Slowdown,2
FinTech,USA,65,13.19,1771.74,-6.06,0.31,260.97,0,2021,Freeze,0
Retail,Singapore,680,35.69,1382.33,-1.31,18.6,72.8,0,2024,Slowdown,2
FinTech,Canada,21,6.8,1736.33,-23.84,27.25,150.84,0,2021,Freeze,2
FinTech,Singapore,61,4.46,776.05,7.25,10.41,42.95,0,2020,Freeze,1
FinTech,Singapore,115,19.7,1869.08,-4.62,10.66,120.35,0,2025,Slowdown,2
Finance,Brazil,87,8.13,1189.78,18.64,-22.86,291.12,0,2022,Freeze,2
Energy,Japan,95,34.25,284.35,-9.31,6.26,200.47,0,2022,Hiring,2
EdTech,Canada,400,24.8,816.84,-9.71,28.56,220.72,0,2024,Hiring,2
EdTech,Japan,196,16.99,1677.77,0.39,30.75,92.67,0,2026,Freeze,1
Healthcare,Australia,350,38.26,1814.09,3.23,-9.57,394.71,1,2025,Hiring,2
Manufacturing,Singapore,326,36.34,1861.75,0.84,2.77,447.72,0,2026,Slowdown,1
FinTech,Brazil,62,24.47,265.94,-10.07,4.7,291.31,1,2025,Slowdown,1
Retail,Brazil,191,31.91,990.73,6.41,-28.77,428.51,0,2020,Slowdown,0
Energy,Australia,291,21.63,767.31,17.13,30.61,225.39,0,2026,Freeze,2
Tech,USA,269,25.07,1109.21,9.13,15.11,44.32,1,2021,Slowdown,1
Manufacturing,Brazil,75,2.59,1615.64,-7.48,7.06,340.24,0,2023,Slowdown,0
EdTech,Australia,422,18.91,1576.26,11.06,5.13,13.96,0,2022,Slowdown,1
Healthcare,Germany,67,33.89,1706.94,-0.56,19.61,366.42,0,2021,Slowdown,2
Energy,Germany,689,37.33,1894.67,-6.37,14.08,436.01,0,2022,Hiring,2
Energy,UK,158,7.19,1565.97,-3.65,3.53,353.98,0,2022,Slowdown,2
Healthcare,Singapore,281,32.74,1698.13,0.61,-6.61,84.69,0,2023,Freeze,0
Healthcare,UK,31,1.73,786.25,-9.5,-33.43,37.51,1,2024,Slowdown,0
Manufacturing,Singapore,508,25.67,739.49,-3.03,-0.75,367.29,0,2026,Hiring,0
Finance,Singapore,46,15.41,849.36,-6.2,6.39,281.99,0,2024,Hiring,1
EdTech,Singapore,719,37.17,405.07,-2.3,7.94,131.97,0,2022,Freeze,2
Manufacturing,Japan,427,18.35,342.16,5.18,-19.28,230.56,1,2023,Hiring,0
AI,India,91,18.77,918.27,-13.45,4.31,8.25,0,2025,Hiring,0
EdTech,UK,73,9.0,1152.43,-13.68,-6.7,74.58,0,2020,Slowdown,2
Retail,Canada,254,34.33,161.59,-9.28,-10.56,359.92,0,2020,Hiring,1
AI,India,124,6.7,478.38,-3.88,-2.59,286.43,0,2023,Hiring,1
Manufacturing,Germany,73,20.14,898.94,-11.66,5.27,486.66,0,2021,Hiring,2
Retail,Australia,69,6.92,1525.26,-1.5,25.3,340.38,0,2025,Hiring,0
EdTech,Brazil,47,5.5,1142.63,-0.97,-3.63,284.22,1,2020,Freeze,2
Finance,Canada,288,19.94,1921.68,-13.16,-6.48,236.85,0,2020,Hiring,1
Energy,Singapore,313,38.24,1900.46,-2.67,-15.21,349.5,0,2021,Freeze,2
Tech,UK,53,12.0,579.34,-4.43,-3.36,453.02,1,2025,Freeze,1
Retail,Singapore,490,39.95,1906.34,-3.97,-12.85,327.59,1,2025,Freeze,1
Healthcare,Brazil,67,5.37,765.24,-3.56,11.04,387.3,0,2026,Hiring,1
FinTech,Australia,279,23.71,1206.72,-6.91,14.66,96.98,0,2025,Freeze,1
Healthcare,UK,146,12.27,705.87,-9.18,-12.2,171.51,0,2025,Freeze,2
AI,Singapore,91,4.71,278.15,-4.48,-10.95,396.42,0,2023,Freeze,1
AI,UK,88,37.3,335.21,3.47,38.53,72.21,0,2025,Slowdown,1
Finance,Australia,274,17.08,155.01,-11.47,-20.31,377.81,0,2023,Hiring,0
Tech,UK,255,28.65,1140.85,1.45,23.56,401.22,0,2023,Hiring,2
Retail,India,240,27.07,1690.99,-6.01,-3.91,177.38,0,2022,Hiring,2
Manufacturing,India,593,22.16,1984.52,-11.57,-11.34,428.09,0,2022,Freeze,1
Tech,Singapore,337,13.88,1451.12,1.01,21.76,306.04,1,2022,Slowdown,2
Finance,Canada,850,33.82,1134.97,-3.09,14.57,390.06,0,2023,Slowdown,2
Energy,Australia,280,16.64,1633.17,3.6,-3.06,354.22,1,2026,Freeze,2
EdTech,Germany,35,10.01,1113.81,-15.43,12.71,403.97,0,2024,Freeze,2
AI,Australia,79,29.97,160.58,-3.37,0.29,283.71,0,2021,Freeze,0
Healthcare,Brazil,507,33.15,1451.64,-7.8,-2.65,426.42,1,2023,Slowdown,0
Healthcare,Singapore,272,36.03,936.91,-0.99,11.9,196.12,1,2021,Hiring,0
Retail,UK,9,7.52,1174.08,-16.0,10.28,458.78,0,2020,Hiring,2
Energy,USA,555,37.79,535.64,1.64,4.21,113.25,0,2021,Freeze,0
EdTech,UK,225,28.57,572.42,-4.68,3.33,133.7,0,2022,Freeze,1
FinTech,UK,230,13.92,61.23,1.14,21.16,225.0,0,2025,Slowdown,2
EdTech,UK,457,32.88,473.64,-4.4,-9.6,338.42,0,2022,Freeze,1
AI,Brazil,11,7.76,1810.43,-14.81,-15.39,476.3,0,2026,Hiring,1
Healthcare,USA,102,18.8,62.08,-5.56,-15.57,459.95,0,2023,Hiring,2
EdTech,Australia,18,17.74,1577.47,-1.16,3.82,357.67,0,2026,Hiring,2
Tech,Singapore,22,1.3,105.86,-0.59,18.54,305.08,0,2022,Slowdown,0
Healthcare,India,327,30.11,1984.34,-3.63,-8.18,306.8,0,2025,Freeze,0
Retail,UK,92,22.51,1402.45,-2.42,15.17,203.43,1,2020,Hiring,0
Retail,Australia,102,12.4,308.36,-18.19,7.01,396.13,0,2021,Freeze,2
Finance,Canada,55,27.32,794.18,-3.28,-0.89,238.36,1,2022,Hiring,2
Healthcare,Brazil,303,17.35,586.0,-5.05,37.15,403.78,1,2024,Slowdown,2
Manufacturing,Singapore,210,7.36,670.44,5.79,-5.53,457.58,0,2023,Hiring,1
EdTech,Japan,361,25.04,517.35,2.25,6.62,265.62,1,2022,Freeze,1
Tech,Brazil,140,5.09,1744.86,-4.19,-3.64,258.38,0,2022,Freeze,2
Finance,UK,235,28.94,1764.8,-16.24,-10.57,44.18,0,2025,Freeze,2
Healthcare,UK,171,17.7,1159.23,-1.49,15.84,231.52,0,2024,Hiring,0
Retail,Japan,186,11.75,1388.59,-2.73,17.72,213.08,1,2025,Hiring,2
EdTech,Brazil,5,3.78,1704.6,-12.34,-8.03,387.45,1,2021,Slowdown,2
Healthcare,UK,34,2.91,794.06,10.08,6.65,426.86,0,2020,Freeze,0
Tech,Singapore,146,6.07,1682.16,13.69,-1.76,393.5,0,2022,Hiring,0
FinTech,Japan,430,29.74,213.72,-0.68,11.58,346.76,0,2026,Slowdown,2
EdTech,Brazil,218,17.7,530.83,-2.56,-6.31,380.51,0,2022,Slowdown,2
Healthcare,Germany,342,23.23,1408.72,-8.71,-8.19,160.2,1,2025,Hiring,0
Tech,Canada,480,22.02,1594.56,-18.53,-15.68,421.23,0,2023,Slowdown,1
Manufacturing,India,66,12.9,76.55,8.4,-9.29,74.53,1,2025,Hiring,1
Finance,USA,60,8.74,1081.35,-5.25,25.61,91.58,0,2021,Slowdown,0
Manufacturing,USA,66,26.62,275.34,-5.4,0.72,247.01,0,2021,Freeze,0
FinTech,Germany,482,34.21,1418.66,-6.15,15.73,16.55,0,2020,Hiring,0
Energy,Japan,181,22.26,1457.01,4.38,16.98,310.97,0,2020,Slowdown,2
Finance,India,305,24.78,1191.78,-3.81,5.17,255.1,1,2021,Slowdown,0
